image_name,label,color
label_0_color_1_55.png,0,1
label_0_color_0_106.png,0,0
label_0_color_0_107.png,0,0
label_0_color_1_56.png,0,1
label_0_color_1_57.png,0,1
label_0_color_1_58.png,0,1
label_0_color_0_108.png,0,0
label_0_color_0_109.png,0,0
label_0_color_0_110.png,0,0
label_0_color_2_52.png,0,2
label_0_color_0_111.png,0,0
label_0_color_0_112.png,0,0
label_0_color_0_113.png,0,0
label_0_color_2_53.png,0,2
label_0_color_2_54.png,0,2
label_0_color_2_55.png,0,2
label_0_color_0_114.png,0,0
label_0_color_1_59.png,0,1
label_0_color_0_115.png,0,0
label_0_color_2_56.png,0,2
label_0_color_1_60.png,0,1
label_0_color_1_61.png,0,1
label_0_color_2_57.png,0,2
label_0_color_2_58.png,0,2
label_0_color_0_116.png,0,0
label_0_color_0_117.png,0,0
label_0_color_1_62.png,0,1
label_0_color_0_118.png,0,0
label_0_color_0_119.png,0,0
label_0_color_0_120.png,0,0
label_0_color_0_121.png,0,0
label_0_color_1_63.png,0,1
label_0_color_0_122.png,0,0
label_0_color_1_64.png,0,1
label_0_color_0_123.png,0,0
label_0_color_2_59.png,0,2
label_0_color_0_124.png,0,0
label_0_color_0_125.png,0,0
label_0_color_0_126.png,0,0
label_0_color_1_65.png,0,1
label_0_color_0_127.png,0,0
label_0_color_0_128.png,0,0
label_0_color_2_60.png,0,2
label_0_color_0_129.png,0,0
label_0_color_1_66.png,0,1
label_0_color_2_61.png,0,2
label_0_color_0_130.png,0,0
label_0_color_0_131.png,0,0
label_0_color_0_132.png,0,0
label_0_color_0_133.png,0,0
label_0_color_2_62.png,0,2
label_0_color_0_134.png,0,0
label_0_color_0_135.png,0,0
label_0_color_2_63.png,0,2
label_0_color_0_136.png,0,0
label_0_color_0_137.png,0,0
label_0_color_0_138.png,0,0
label_0_color_0_139.png,0,0
label_0_color_0_140.png,0,0
label_0_color_2_64.png,0,2
label_0_color_2_65.png,0,2
label_0_color_0_141.png,0,0
label_0_color_0_142.png,0,0
label_0_color_0_143.png,0,0
label_0_color_0_144.png,0,0
label_0_color_0_145.png,0,0
label_0_color_2_66.png,0,2
label_0_color_0_146.png,0,0
label_0_color_2_67.png,0,2
label_0_color_0_147.png,0,0
label_0_color_0_148.png,0,0
label_0_color_2_68.png,0,2
label_0_color_0_149.png,0,0
label_0_color_1_67.png,0,1
label_0_color_2_69.png,0,2
label_0_color_0_150.png,0,0
label_0_color_0_151.png,0,0
label_0_color_1_68.png,0,1
label_0_color_2_70.png,0,2
label_0_color_0_152.png,0,0
label_0_color_1_69.png,0,1
label_0_color_1_70.png,0,1
label_0_color_0_153.png,0,0
label_0_color_1_71.png,0,1
label_0_color_0_154.png,0,0
label_0_color_1_72.png,0,1
label_0_color_2_71.png,0,2
label_0_color_0_155.png,0,0
label_0_color_2_72.png,0,2
label_0_color_1_73.png,0,1
label_0_color_0_156.png,0,0
label_0_color_0_157.png,0,0
label_0_color_1_74.png,0,1
label_0_color_2_73.png,0,2
label_0_color_1_75.png,0,1
label_0_color_2_74.png,0,2
label_0_color_0_158.png,0,0
label_0_color_0_159.png,0,0
label_0_color_1_76.png,0,1
label_0_color_1_77.png,0,1
label_0_color_0_160.png,0,0
label_0_color_1_78.png,0,1
label_0_color_0_161.png,0,0
label_0_color_1_79.png,0,1
label_0_color_2_75.png,0,2
label_0_color_2_76.png,0,2
label_0_color_1_80.png,0,1
label_0_color_0_162.png,0,0
label_0_color_1_81.png,0,1
label_0_color_0_163.png,0,0
label_0_color_0_164.png,0,0
label_0_color_1_82.png,0,1
label_0_color_0_165.png,0,0
label_0_color_1_83.png,0,1
label_0_color_0_166.png,0,0
label_0_color_0_167.png,0,0
label_0_color_1_84.png,0,1
label_0_color_2_77.png,0,2
label_0_color_2_78.png,0,2
label_0_color_0_168.png,0,0
label_0_color_2_79.png,0,2
label_0_color_2_80.png,0,2
label_0_color_0_169.png,0,0
label_0_color_1_85.png,0,1
label_0_color_2_81.png,0,2
label_0_color_2_82.png,0,2
label_0_color_0_170.png,0,0
label_0_color_0_171.png,0,0
label_0_color_2_83.png,0,2
label_0_color_0_172.png,0,0
label_0_color_2_84.png,0,2
label_0_color_2_85.png,0,2
label_0_color_1_86.png,0,1
label_0_color_0_173.png,0,0
label_0_color_0_174.png,0,0
label_0_color_0_175.png,0,0
label_0_color_1_87.png,0,1
label_0_color_0_176.png,0,0
label_0_color_0_177.png,0,0
label_0_color_2_86.png,0,2
label_0_color_2_87.png,0,2
label_0_color_2_88.png,0,2
label_0_color_0_178.png,0,0
label_0_color_2_89.png,0,2
label_0_color_1_88.png,0,1
label_0_color_1_89.png,0,1
label_0_color_2_90.png,0,2
label_0_color_0_179.png,0,0
label_0_color_0_180.png,0,0
label_0_color_0_181.png,0,0
label_0_color_0_182.png,0,0
label_0_color_1_90.png,0,1
label_0_color_1_91.png,0,1
label_0_color_0_183.png,0,0
label_0_color_2_91.png,0,2
label_0_color_2_92.png,0,2
label_0_color_0_184.png,0,0
label_0_color_0_185.png,0,0
label_0_color_0_186.png,0,0
label_0_color_0_187.png,0,0
label_0_color_2_93.png,0,2
label_0_color_2_94.png,0,2
label_0_color_0_188.png,0,0
label_0_color_2_95.png,0,2
label_0_color_0_189.png,0,0
label_0_color_0_190.png,0,0
label_0_color_1_92.png,0,1
label_0_color_2_96.png,0,2
label_0_color_1_93.png,0,1
label_0_color_0_191.png,0,0
label_0_color_0_192.png,0,0
label_0_color_2_97.png,0,2
label_0_color_1_94.png,0,1
label_0_color_1_95.png,0,1
label_0_color_1_96.png,0,1
label_0_color_0_193.png,0,0
label_0_color_2_98.png,0,2
label_0_color_0_194.png,0,0
label_0_color_2_99.png,0,2
label_0_color_0_195.png,0,0
label_0_color_2_100.png,0,2
label_0_color_0_196.png,0,0
label_0_color_0_197.png,0,0
label_0_color_1_97.png,0,1
label_0_color_2_101.png,0,2
label_0_color_0_198.png,0,0
label_0_color_2_102.png,0,2
label_0_color_1_98.png,0,1
label_0_color_0_199.png,0,0
label_0_color_2_103.png,0,2
label_0_color_0_200.png,0,0
label_0_color_0_201.png,0,0
label_0_color_2_104.png,0,2
label_0_color_1_99.png,0,1
label_0_color_1_100.png,0,1
label_0_color_2_105.png,0,2
label_0_color_0_202.png,0,0
label_0_color_1_101.png,0,1
label_0_color_0_203.png,0,0
label_0_color_1_102.png,0,1
label_0_color_2_106.png,0,2
label_0_color_0_204.png,0,0
label_0_color_1_103.png,0,1
label_0_color_0_205.png,0,0
label_0_color_0_206.png,0,0
label_0_color_0_207.png,0,0
label_0_color_2_107.png,0,2
label_0_color_1_104.png,0,1
label_0_color_2_108.png,0,2
label_0_color_0_208.png,0,0
label_0_color_0_209.png,0,0
label_0_color_2_109.png,0,2
label_0_color_2_110.png,0,2
label_0_color_0_210.png,0,0
label_0_color_0_211.png,0,0
label_0_color_0_212.png,0,0
label_0_color_2_111.png,0,2
label_0_color_2_112.png,0,2
label_0_color_1_105.png,0,1
label_0_color_0_213.png,0,0
label_0_color_0_214.png,0,0
label_0_color_0_215.png,0,0
label_0_color_0_216.png,0,0
label_0_color_1_106.png,0,1
label_0_color_0_217.png,0,0
label_0_color_0_218.png,0,0
label_0_color_0_219.png,0,0
label_0_color_1_107.png,0,1
label_0_color_0_220.png,0,0
label_0_color_2_113.png,0,2
label_0_color_1_108.png,0,1
label_0_color_0_221.png,0,0
label_0_color_0_222.png,0,0
label_0_color_0_223.png,0,0
label_0_color_0_224.png,0,0
label_0_color_0_225.png,0,0
label_0_color_0_226.png,0,0
label_0_color_1_109.png,0,1
label_0_color_2_114.png,0,2
label_0_color_1_110.png,0,1
label_0_color_1_111.png,0,1
label_0_color_1_112.png,0,1
label_0_color_0_227.png,0,0
label_0_color_2_115.png,0,2
label_0_color_0_228.png,0,0
label_0_color_0_229.png,0,0
label_0_color_0_230.png,0,0
label_0_color_2_116.png,0,2
label_0_color_0_231.png,0,0
label_0_color_2_117.png,0,2
label_0_color_2_118.png,0,2
label_0_color_2_119.png,0,2
label_0_color_0_232.png,0,0
label_0_color_0_233.png,0,0
label_0_color_2_120.png,0,2
label_0_color_1_113.png,0,1
label_0_color_2_121.png,0,2
label_0_color_2_122.png,0,2
label_0_color_0_234.png,0,0
label_0_color_2_123.png,0,2
label_0_color_0_235.png,0,0
label_0_color_0_236.png,0,0
label_0_color_1_114.png,0,1
label_0_color_2_124.png,0,2
label_0_color_1_115.png,0,1
label_0_color_1_116.png,0,1
label_0_color_0_237.png,0,0
label_0_color_0_238.png,0,0
label_0_color_1_117.png,0,1
label_0_color_0_239.png,0,0
label_0_color_0_240.png,0,0
label_0_color_0_241.png,0,0
label_0_color_0_242.png,0,0
label_0_color_0_243.png,0,0
label_0_color_2_125.png,0,2
label_0_color_0_244.png,0,0
label_0_color_0_245.png,0,0
label_0_color_2_126.png,0,2
label_0_color_0_246.png,0,0
label_0_color_1_118.png,0,1
label_0_color_0_247.png,0,0
label_0_color_0_248.png,0,0
label_0_color_0_249.png,0,0
label_0_color_0_250.png,0,0
label_0_color_2_127.png,0,2
label_0_color_2_128.png,0,2
label_0_color_0_251.png,0,0
label_0_color_0_252.png,0,0
label_0_color_2_129.png,0,2
label_0_color_0_253.png,0,0
label_0_color_2_130.png,0,2
label_0_color_2_131.png,0,2
label_0_color_1_119.png,0,1
label_0_color_0_254.png,0,0
label_0_color_2_132.png,0,2
label_0_color_0_255.png,0,0
label_0_color_2_133.png,0,2
label_0_color_1_120.png,0,1
label_0_color_1_121.png,0,1
label_0_color_2_134.png,0,2
label_0_color_0_256.png,0,0
label_0_color_0_257.png,0,0
label_0_color_0_258.png,0,0
label_0_color_0_259.png,0,0
label_0_color_1_122.png,0,1
label_0_color_2_135.png,0,2
label_0_color_1_123.png,0,1
label_0_color_0_260.png,0,0
label_0_color_2_136.png,0,2
label_0_color_0_261.png,0,0
label_0_color_1_124.png,0,1
label_0_color_0_262.png,0,0
label_0_color_2_137.png,0,2
label_0_color_2_138.png,0,2
label_0_color_0_263.png,0,0
label_0_color_1_125.png,0,1
label_0_color_2_139.png,0,2
label_0_color_1_126.png,0,1
label_0_color_2_140.png,0,2
label_0_color_0_264.png,0,0
label_0_color_0_265.png,0,0
label_0_color_0_266.png,0,0
label_0_color_2_141.png,0,2
label_0_color_1_127.png,0,1
label_0_color_0_267.png,0,0
label_0_color_1_128.png,0,1
label_0_color_0_268.png,0,0
label_0_color_1_129.png,0,1
label_0_color_1_130.png,0,1
label_0_color_0_269.png,0,0
label_0_color_0_270.png,0,0
label_0_color_2_142.png,0,2
label_0_color_1_131.png,0,1
label_0_color_2_143.png,0,2
label_0_color_0_271.png,0,0
label_0_color_1_132.png,0,1
label_0_color_0_272.png,0,0
label_0_color_0_273.png,0,0
label_0_color_0_274.png,0,0
label_0_color_0_275.png,0,0
label_0_color_1_133.png,0,1
label_0_color_1_134.png,0,1
label_0_color_1_135.png,0,1
label_0_color_0_276.png,0,0
label_0_color_1_136.png,0,1
label_0_color_1_137.png,0,1
label_0_color_2_144.png,0,2
label_0_color_1_138.png,0,1
label_0_color_1_139.png,0,1
label_0_color_1_140.png,0,1
label_0_color_2_145.png,0,2
label_0_color_1_141.png,0,1
label_0_color_1_142.png,0,1
label_0_color_0_277.png,0,0
label_0_color_1_143.png,0,1
label_0_color_0_278.png,0,0
label_0_color_1_144.png,0,1
label_0_color_0_279.png,0,0
label_0_color_0_280.png,0,0
label_0_color_0_281.png,0,0
label_0_color_1_145.png,0,1
label_0_color_1_146.png,0,1
label_0_color_2_146.png,0,2
label_0_color_1_147.png,0,1
label_0_color_0_282.png,0,0
label_0_color_2_147.png,0,2
label_0_color_1_148.png,0,1
label_0_color_0_283.png,0,0
label_0_color_0_284.png,0,0
label_0_color_0_285.png,0,0
label_0_color_2_148.png,0,2
label_0_color_2_149.png,0,2
label_0_color_0_286.png,0,0
label_0_color_0_287.png,0,0
label_0_color_0_288.png,0,0
label_0_color_0_289.png,0,0
label_0_color_1_149.png,0,1
label_0_color_0_290.png,0,0
label_0_color_2_150.png,0,2
label_0_color_1_150.png,0,1
label_0_color_0_291.png,0,0
label_0_color_1_151.png,0,1
label_0_color_0_292.png,0,0
label_0_color_1_152.png,0,1
label_0_color_1_153.png,0,1
label_0_color_2_151.png,0,2
label_0_color_0_293.png,0,0
label_0_color_1_154.png,0,1
label_0_color_0_294.png,0,0
label_0_color_1_155.png,0,1
label_0_color_0_295.png,0,0
label_0_color_1_156.png,0,1
label_0_color_2_152.png,0,2
label_0_color_2_153.png,0,2
label_0_color_0_296.png,0,0
label_0_color_0_297.png,0,0
label_0_color_0_298.png,0,0
label_0_color_0_299.png,0,0
label_0_color_2_154.png,0,2
label_0_color_2_155.png,0,2
label_0_color_0_300.png,0,0
label_0_color_0_301.png,0,0
label_0_color_0_302.png,0,0
label_0_color_2_156.png,0,2
label_0_color_0_303.png,0,0
label_0_color_1_157.png,0,1
label_0_color_1_158.png,0,1
label_0_color_2_157.png,0,2
label_0_color_0_304.png,0,0
label_0_color_2_158.png,0,2
label_0_color_1_159.png,0,1
label_0_color_1_160.png,0,1
label_0_color_2_159.png,0,2
label_0_color_0_305.png,0,0
label_0_color_2_160.png,0,2
label_0_color_0_306.png,0,0
label_0_color_2_161.png,0,2
label_0_color_0_307.png,0,0
label_0_color_0_308.png,0,0
label_0_color_0_309.png,0,0
label_0_color_2_162.png,0,2
label_0_color_1_161.png,0,1
label_0_color_0_310.png,0,0
label_0_color_0_311.png,0,0
label_0_color_0_312.png,0,0
label_0_color_0_313.png,0,0
label_0_color_0_314.png,0,0
label_0_color_1_162.png,0,1
label_0_color_0_315.png,0,0
label_0_color_2_163.png,0,2
label_0_color_1_163.png,0,1
label_0_color_0_316.png,0,0
label_0_color_1_164.png,0,1
label_0_color_0_317.png,0,0
label_0_color_0_318.png,0,0
label_0_color_2_164.png,0,2
label_0_color_0_319.png,0,0
label_0_color_0_320.png,0,0
label_0_color_0_321.png,0,0
label_0_color_2_165.png,0,2
label_0_color_0_322.png,0,0
label_0_color_2_166.png,0,2
label_0_color_0_323.png,0,0
label_0_color_0_324.png,0,0
label_0_color_2_167.png,0,2
label_0_color_0_325.png,0,0
label_0_color_1_165.png,0,1
label_0_color_0_326.png,0,0
label_0_color_1_166.png,0,1
label_0_color_2_168.png,0,2
label_0_color_0_327.png,0,0
label_0_color_0_328.png,0,0
label_0_color_2_169.png,0,2
label_0_color_0_329.png,0,0
label_0_color_0_330.png,0,0
label_0_color_0_331.png,0,0
label_0_color_0_332.png,0,0
label_0_color_2_170.png,0,2
label_0_color_1_167.png,0,1
label_0_color_0_333.png,0,0
label_0_color_0_334.png,0,0
label_0_color_2_171.png,0,2
label_0_color_0_335.png,0,0
label_0_color_2_172.png,0,2
label_0_color_2_173.png,0,2
label_0_color_0_336.png,0,0
label_0_color_0_337.png,0,0
label_0_color_1_168.png,0,1
label_0_color_0_338.png,0,0
label_0_color_0_339.png,0,0
label_0_color_0_340.png,0,0
label_0_color_1_169.png,0,1
label_0_color_0_341.png,0,0
label_0_color_1_170.png,0,1
label_0_color_0_342.png,0,0
label_0_color_2_174.png,0,2
label_0_color_0_343.png,0,0
label_0_color_0_344.png,0,0
label_0_color_0_345.png,0,0
label_0_color_0_346.png,0,0
label_0_color_1_171.png,0,1
label_0_color_1_172.png,0,1
label_0_color_1_173.png,0,1
label_0_color_0_347.png,0,0
label_0_color_1_174.png,0,1
label_0_color_1_175.png,0,1
label_0_color_1_176.png,0,1
label_0_color_2_175.png,0,2
label_0_color_2_176.png,0,2
label_0_color_0_348.png,0,0
label_0_color_1_177.png,0,1
label_0_color_0_349.png,0,0
label_0_color_1_178.png,0,1
label_0_color_1_179.png,0,1
label_0_color_1_180.png,0,1
label_0_color_2_177.png,0,2
label_0_color_0_350.png,0,0
label_0_color_2_178.png,0,2
label_0_color_1_181.png,0,1
label_0_color_1_182.png,0,1
label_0_color_1_183.png,0,1
label_0_color_0_351.png,0,0
label_0_color_0_352.png,0,0
label_0_color_0_353.png,0,0
label_0_color_0_354.png,0,0
label_0_color_0_355.png,0,0
label_0_color_0_356.png,0,0
label_0_color_0_357.png,0,0
label_0_color_0_358.png,0,0
label_0_color_0_359.png,0,0
label_0_color_0_360.png,0,0
label_0_color_0_361.png,0,0
label_0_color_0_362.png,0,0
label_0_color_0_363.png,0,0
label_0_color_0_364.png,0,0
label_0_color_0_365.png,0,0
label_0_color_2_179.png,0,2
label_0_color_0_366.png,0,0
label_0_color_0_367.png,0,0
label_0_color_1_184.png,0,1
label_0_color_1_185.png,0,1
label_0_color_2_180.png,0,2
label_0_color_0_368.png,0,0
label_0_color_0_369.png,0,0
label_0_color_0_370.png,0,0
label_0_color_1_186.png,0,1
label_0_color_2_181.png,0,2
label_0_color_0_371.png,0,0
label_0_color_0_372.png,0,0
label_0_color_0_373.png,0,0
label_0_color_0_374.png,0,0
label_0_color_2_182.png,0,2
label_0_color_0_375.png,0,0
label_0_color_0_376.png,0,0
label_0_color_2_183.png,0,2
label_0_color_0_377.png,0,0
label_0_color_2_184.png,0,2
label_0_color_1_187.png,0,1
label_0_color_2_185.png,0,2
label_0_color_2_186.png,0,2
label_0_color_1_188.png,0,1
label_0_color_1_189.png,0,1
label_0_color_0_378.png,0,0
label_0_color_0_379.png,0,0
label_0_color_1_190.png,0,1
label_0_color_2_187.png,0,2
label_0_color_2_188.png,0,2
label_0_color_0_380.png,0,0
label_0_color_0_381.png,0,0
label_0_color_0_382.png,0,0
label_0_color_0_383.png,0,0
label_0_color_0_384.png,0,0
label_0_color_0_385.png,0,0
label_0_color_1_191.png,0,1
label_0_color_0_386.png,0,0
label_0_color_0_387.png,0,0
label_0_color_0_388.png,0,0
label_0_color_2_189.png,0,2
label_0_color_2_190.png,0,2
label_0_color_0_389.png,0,0
label_0_color_2_191.png,0,2
label_0_color_1_192.png,0,1
label_0_color_1_193.png,0,1
label_0_color_0_390.png,0,0
label_0_color_0_391.png,0,0
label_0_color_0_392.png,0,0
label_0_color_0_393.png,0,0
label_0_color_1_194.png,0,1
label_0_color_2_192.png,0,2
label_0_color_1_195.png,0,1
label_0_color_0_394.png,0,0
label_0_color_0_395.png,0,0
label_0_color_1_196.png,0,1
label_0_color_0_396.png,0,0
label_0_color_0_397.png,0,0
label_0_color_0_398.png,0,0
label_0_color_2_193.png,0,2
label_0_color_2_194.png,0,2
label_0_color_0_399.png,0,0
label_0_color_2_195.png,0,2
label_0_color_1_197.png,0,1
label_0_color_0_400.png,0,0
label_0_color_0_401.png,0,0
label_0_color_1_198.png,0,1
label_0_color_0_402.png,0,0
label_0_color_0_403.png,0,0
label_0_color_0_404.png,0,0
label_0_color_0_405.png,0,0
label_0_color_0_406.png,0,0
label_0_color_0_407.png,0,0
label_0_color_0_408.png,0,0
label_0_color_1_199.png,0,1
label_0_color_0_409.png,0,0
label_0_color_0_410.png,0,0
label_0_color_2_196.png,0,2
label_0_color_2_197.png,0,2
label_0_color_1_200.png,0,1
label_0_color_0_411.png,0,0
label_0_color_1_201.png,0,1
label_0_color_0_412.png,0,0
label_0_color_0_413.png,0,0
label_0_color_0_414.png,0,0
label_0_color_0_415.png,0,0
label_0_color_1_202.png,0,1
label_0_color_0_416.png,0,0
label_0_color_1_203.png,0,1
label_0_color_0_417.png,0,0
label_0_color_0_418.png,0,0
label_0_color_1_204.png,0,1
label_0_color_2_198.png,0,2
label_0_color_2_199.png,0,2
label_0_color_0_419.png,0,0
label_0_color_0_420.png,0,0
label_0_color_2_200.png,0,2
label_0_color_1_205.png,0,1
label_0_color_1_206.png,0,1
label_0_color_1_207.png,0,1
label_0_color_2_201.png,0,2
label_0_color_2_202.png,0,2
label_0_color_2_203.png,0,2
label_0_color_0_421.png,0,0
label_0_color_1_208.png,0,1
label_0_color_2_204.png,0,2
label_0_color_1_209.png,0,1
label_0_color_2_205.png,0,2
label_0_color_0_422.png,0,0
label_0_color_2_206.png,0,2
label_0_color_0_423.png,0,0
label_0_color_2_207.png,0,2
label_0_color_0_424.png,0,0
label_0_color_2_208.png,0,2
label_0_color_2_209.png,0,2
label_0_color_2_210.png,0,2
label_0_color_0_425.png,0,0
label_0_color_0_426.png,0,0
label_0_color_2_211.png,0,2
label_0_color_2_212.png,0,2
label_0_color_0_427.png,0,0
label_0_color_0_428.png,0,0
label_0_color_1_210.png,0,1
label_0_color_0_429.png,0,0
label_0_color_0_430.png,0,0
label_0_color_1_211.png,0,1
label_0_color_2_213.png,0,2
label_0_color_0_431.png,0,0
label_0_color_1_212.png,0,1
label_0_color_0_432.png,0,0
label_0_color_1_213.png,0,1
label_0_color_1_214.png,0,1
label_0_color_0_433.png,0,0
label_0_color_2_214.png,0,2
label_0_color_0_434.png,0,0
label_0_color_0_435.png,0,0
label_0_color_0_436.png,0,0
label_0_color_2_215.png,0,2
label_0_color_1_215.png,0,1
label_0_color_0_437.png,0,0
label_0_color_1_216.png,0,1
label_0_color_0_438.png,0,0
label_0_color_0_439.png,0,0
label_0_color_1_217.png,0,1
label_0_color_1_218.png,0,1
label_0_color_2_216.png,0,2
label_0_color_2_217.png,0,2
